decision_date,return_date,hard_regime,asset_simple_return,exposure,net_return_after_trading_costs,action,beta,arm,pretrade_exposure,turnover,cost_fraction,accounting_max_abs_error,arm_key,stage,run_id,config_key,sampling_seed,prompt_variant,retrieved_memory_count,cited_memory_count,desired_exposure,shadow_log_advantage_vs_ramoe,valid
2021-01-01,2021-01-02,bull,0.096505778289435407,0.34999999999999992,0.033415200443461801,BTC,0.050000000000000003,stage61_continuous,0,0.34999999999999992,0.00034999999999999994,2.2204460492503131e-16,6.1:stage61_continuous,6.1,20260907T012534Z,trust=adaptive|memory=expanding|controller=on|core=original,16061,frozen_llama_role,,,,,
2021-01-02,2021-01-03,bull,0.0237813458079787,0.5,0.0117603795515026,BTC,0.050000000000000003,stage61_continuous,0.37123771769452596,0.12876228230547404,0.00012876228230547404,2.2204460492503131e-16,6.1:stage61_continuous,6.1,20260907T012534Z,trust=adaptive|memory=expanding|controller=on|core=original,16061,frozen_llama_role,,,,,
2021-01-03,2021-01-04,bull,-0.028408108280312701,0.5,-0.0142098461577409,BTC,0.050000000000000003,stage61_continuous,0.50587547312293368,0.0058754731229336832,5.8754731229336832e-06,2.2204460492503131e-16,6.1:stage61_continuous,6.1,20260907T012534Z,trust=adaptive|memory=expanding|controller=on|core=original,16061,frozen_llama_role,,,,,
2021-01-04,2021-01-05,bull,0.0614847014296152,0.5,0.030734924877738701,BTC,0.050000000000000003,stage61_continuous,0.49279564183652269,0.0072043581634773091,7.204358163477309e-06,2.2204460492503131e-16,6.1:stage61_continuous,6.1,20260907T012534Z,trust=adaptive|memory=expanding|controller=on|core=original,16061,frozen_llama_role,,,,,
2021-01-05,2021-01-06,bull,0.082423547063236402,0.5,0.041196246228656301,BTC,0.050000000000000003,stage61_continuous,0.5149127231909546,0.014912723190954602,1.4912723190954603e-05,2.2204460492503131e-16,6.1:stage61_continuous,6.1,20260907T012534Z,trust=adaptive|memory=expanding|controller=on|core=original,16061,frozen_llama_role,,,,,
2021-01-06,2021-01-07,bull,0.072486220279834201,0.5,0.0362226025844588,BTC,0.050000000000000003,stage61_continuous,0.5197902936651565,0.0197902936651565,1.9790293665156501e-05,2.2204460492503131e-16,6.1:stage61_continuous,6.1,20260907T012534Z,trust=adaptive|memory=expanding|controller=on|core=original,16061,frozen_llama_role,,,,,
2021-01-07,2021-01-08,bull,0.0288670609880337,0.5,0.01441579033931,BTC,0.050000000000000003,stage61_continuous,0.51748774480875614,0.017487744808756145,1.7487744808756144e-05,2.2204460492503131e-16,6.1:stage61_continuous,6.1,20260907T012534Z,trust=adaptive|memory=expanding|controller=on|core=original,16061,frozen_llama_role,,,,,
2021-01-08,2021-01-09,bull,-0.0110198944316773,0.5,-0.0055170221015119003,BTC,0.050000000000000003,stage61_continuous,0.50711408390009938,0.0071140839000993772,7.1140839000993771e-06,2.2204460492503131e-16,6.1:stage61_continuous,6.1,20260907T012534Z,trust=adaptive|memory=expanding|controller=on|core=original,16061,frozen_llama_role,,,,,
2021-01-09,2021-01-10,bull,-0.0488071548295348,0.5,-0.024406280048532899,BTC,0.050000000000000003,stage61_continuous,0.4972297625298448,0.0027702374701552013,2.7702374701552014e-06,2.2204460492503131e-16,6.1:stage61_continuous,6.1,20260907T012534Z,trust=adaptive|memory=expanding|controller=on|core=original,16061,frozen_llama_role,,,,,
2021-01-10,2021-01-11,bull,-0.0693309105000494,0.5,-0.034677528693381102,BTC,0.050000000000000003,stage61_continuous,0.48749299564357751,0.012507004356422491,1.2507004356422491e-05,2.2204460492503131e-16,6.1:stage61_continuous,6.1,20260907T012534Z,trust=adaptive|memory=expanding|controller=on|core=original,16061,frozen_llama_role,,,,,
