decision_date,return_date,prob_bear,prob_bull,prob_mix,hard_regime,router_entropy,router_transition_l1,return_7,return_30,realized_vol_30,drawdown_90,action,confidence,reason_codes,cited_memory_ids,valid_action,memory_episodes_seen,llama_beta,base_desired_exposure,base_final_exposure,base_net_return,full_final_exposure,full_turnover,full_net_return,frozen_beta_final_exposure,frozen_beta_turnover,frozen_beta_net_return,deterministic_action,deterministic_beta,deterministic_final_exposure,deterministic_turnover,deterministic_net_return,shadow_final_exposure,shadow_turnover,shadow_net_return,shadow_log_advantage_vs_ramoe,asset_simple_return,return_year,scientific_segment,memory_total_before,effective_intervention
2021-01-01,2021-01-02,1.3822076509313222e-26,0.99999999999949363,5.0625768357105121e-13,bull,1.3507407504563366e-11,0,0.1891606182360186,0.52766561908131615,0.62408484930992325,0,BTC,0.99999999999949363,HIGH_VOLATILITY|BULLISH_ROUTER,,True,0,0.050000000000000003,0.5,0.34999999999999992,0.033415200443461801,0.34999999999999998,0.34999999999999998,0.033415200443461801,0.34999999999999998,0.34999999999999998,0.033415200443461801,BTC,0.050000000000000003,0.34999999999999998,0.34999999999999998,0.033415200443461801,0.34999999999999998,0.34999999999999998,0.033415200443461801,0,0.096505778289435407,2021,BURN_IN_2021,0,False
2021-01-02,2021-01-03,8.6867971685061611e-27,0.99999999999962563,3.7433930129560642e-13,bull,1.0090518293363496e-11,2.63923899903381e-13,0.21693555703399031,0.65660489983687775,0.68062077367691187,0,BTC,0.99999999999962563,HIGH_VOLATILITY|BULLISH_ROUTER,,True,1,0.050000000000000003,0.5,0.5,0.0117603795515026,0.5,0.1287622823054739,0.0117603795515026,0.5,0.1287622823054739,0.0117603795515026,BTC,0.050000000000000003,0.5,0.1287622823054739,0.0117603795515026,0.69999999999999996,0.328762282305474,0.0163127068966126,0.0044893204501946999,0.0237813458079787,2021,BURN_IN_2021,1,False
2021-01-03,2021-01-04,6.4694897100760068e-30,0.99999999999999323,6.7728504697806055e-15,bull,2.0730006006342714e-13,7.3516129427922395e-13,0.25503687936240782,0.76646603887855691,0.64837119375170615,0,BTC,0.99999999999999323,HIGH_VOLATILITY,,True,2,0.050000000000000003,0.5,0.5,-0.014209846157741001,0.5,0.0058754731229335999,-0.0142098461577409,0.5,0.0058754731229335999,-0.0142098461577409,BTC,0.050000000000000003,0.5,0.0058754731229335999,-0.0142098461577409,0.75,0.045087692282309001,-0.021350208260483498,-0.0072696480895737998,-0.028408108280312701,2021,BURN_IN_2021,2,False
2021-01-04,2021-01-05,4.9827050240378674e-32,0.99999999999999956,3.1440605277355787e-16,bull,1.0619833298048763e-14,1.2786715657370444e-14,0.18348867978919189,0.67250411302326785,0.66880156869157803,-0.028408108280312799,BTC,0.99999999999999956,HIGH_VOLATILITY,,True,3,0.050000000000000003,0.5,0.5,0.030734924877738701,0.5,0.0072043581634773004,0.030734924877738799,0.5,0.0072043581634773004,0.030734924877738799,BTC,0.050000000000000003,0.5,0.0072043581634773004,0.030734924877738799,0.75,0.0054424781847478001,0.046107832622166799,0.014804383683790501,0.0614847014296152,2021,BURN_IN_2021,3,False
2021-01-05,2021-01-06,5.6192631318445794e-30,0.99999999999999556,4.3429553039174643e-15,bull,1.3477310127086977e-13,8.0253521397944755e-15,0.24165327293980129,0.75395641876377062,0.68469229838245083,0,BTC,0.99999999999999556,HIGH_VOLATILITY,,True,4,0.050000000000000003,0.5,0.5,0.041196246228656301,0.5,0.014912723190954699,0.041196246228656301,0.5,0.014912723190954699,0.041196246228656301,BTC,0.050000000000000003,0.5,0.014912723190954699,0.041196246228656301,0.75,0.0110202011834585,0.0618059588531907,0.0196009042852998,0.082423547063236402,2021,BURN_IN_2021,4,False
2021-01-06,2021-01-07,1.3258353997919832e-31,0.99999999999999922,6.628938186445444e-16,bull,2.1795896701537843e-14,7.343797466535941e-15,0.27450144966694018,0.91924134225667276,0.7074152815589615,0,BTC,0.99999999999999922,HIGH_VOLATILITY,,True,5,0.050000000000000003,0.5,0.5,0.0362226025844588,0.5,0.0197902936651565,0.036222602584458898,0.5,0.0197902936651565,0.036222602584458898,BTC,0.050000000000000003,0.5,0.0197902936651565,0.036222602584458898,0.75,0.0145546788796372,0.054349319270751498,0.0173418295527752,0.072486220279834299,2021,BURN_IN_2021,5,False
2021-01-07,2021-01-08,3.9985980558053269e-36,1,2.1968043081084025e-18,bull,8.1303501792606753e-17,1.4378531315740456e-15,0.36307488238098168,1.1531653443628389,0.68415518574504597,0,BTC,0.99999999999999922,HIGH_VOLATILITY,episode-000006|episode-000005|episode-000004,True,5,0.050000000000000003,0.5,0.5,0.01441579033931,0.5,0.0174877448087561,0.01441579033931,0.5,0.0174877448087561,0.01441579033931,BTC,0.050000000000000003,0.5,0.0174877448087561,0.01441579033931,0.75,0.0128903848458954,0.021637126275535198,0.0070934956133445999,0.0288670609880337,2021,BURN_IN_2021,6,False
2021-01-08,2021-01-09,2.516241381163636e-40,1,1.0941871716125954e-20,bull,4.5776560294579036e-19,2.1858624363922765e-18,0.38281465536326759,1.1891135554836625,0.6824273887216129,0,BTC,0.99999999999999922,HIGH_VOLATILITY,episode-000007|episode-000006|episode-000005,True,5,0.050000000000000003,0.5,0.5,-0.0055170221015119003,0.5,0.0071140839000993,-0.0055170221015119003,0.5,0.0071140839000993,-0.0055170221015119003,BTC,0.050000000000000003,0.5,0.0071140839000993,-0.0055170221015119003,0.75,0.0052978734091497,-0.0082701749106628003,-0.002772265457436,-0.0110198944316773,2021,BURN_IN_2021,7,False
2021-01-09,2021-01-10,5.9332842790265787e-42,1,1.2451458892065317e-21,bull,5.4555315502194402e-20,9.6967258269194247e-21,0.2472129293983531,1.2004417116050683,0.6786193302494149,-0.0110198944316773,BTC,0.99999999999999323,HIGH_VOLATILITY,episode-000007|episode-000008|episode-000006|episode-000003|episode-000005,True,5,0.050000000000000003,0.5,0.5,-0.0244062800485331,0.5,0.0027702374701552,-0.024406280048532999,0.5,0.0027702374701552,-0.024406280048532999,BTC,0.050000000000000003,0.5,0.0027702374701552,-0.024406280048532999,0.75,0.0020834497531897998,-0.036607373306463298,-0.012585188461793901,-0.0488071548295348,2021,BURN_IN_2021,8,False
2021-01-10,2021-01-11,2.9054209572251585e-41,1,2.3009882999314254e-21,bull,9.9530241013087996e-20,1.0558424107248938e-21,0.1587826050019871,1.1190106305066687,0.71729972249534635,-0.0592891995674803,BTC,0.99999999999999922,HIGH_VOLATILITY,episode-000006|episode-000007,True,5,0.050000000000000003,0.5,0.5,-0.034677528693381102,0.5,0.0125070043564225,-0.034677528693381199,0.5,0.0125070043564225,-0.034677528693381199,BTC,0.050000000000000003,0.5,0.0125070043564225,-0.034677528693381199,0.75,0.0094990580274481005,-0.052007187999308098,-0.018115292726169799,-0.0693309105000494,2021,BURN_IN_2021,9,False
2021-01-11,2021-01-12,4.954340585009968e-38,1,1.5056677068369944e-19,bull,5.9398077803331973e-18,1.4826578238376801e-19,0.1099754548350229,0.88975963506637812,0.7895096977948729,-0.1245095358786974,BTC,0.99999999999999956,HIGH_VOLATILITY,episode-000004|episode-000005,True,5,0.050000000000000003,0.5,0.5,-0.020670684818698101,0.5,0.017955151112406899,-0.020670684818698101,0.5,0.017955151112406899,-0.020670684818698101,BTC,0.050000000000000003,0.5,0.017955151112406899,-0.020670684818698101,0.69999999999999996,0.036287425315086899,-0.0289495788943132,-0.0084895711795273995,-0.0413062009942523,2021,BURN_IN_2021,10,False
2021-01-12,2021-01-13,1.4216618415499967e-31,0.99999999999999922,6.9670035617936204e-16,bull,2.2839833130897904e-14,1.473705906646288e-15,0.0024888575084947,0.77694401568562022,0.81994838343411791,-0.1606727209582432,BTC,0.99999999999999922,HIGH_VOLATILITY,,True,5,0.050000000000000003,0.5,0.5,0.0484994838110634,0.5,0.0105443232156092,0.048499483811063497,0.5,0.0105443232156092,0.048499483811063497,BTC,0.050000000000000003,0.5,0.0105443232156092,0.048499483811063497,0.69999999999999996,0.0089325819258929007,0.067905216267080099,0.018338908738095801,0.097021079290176698,2021,BURN_IN_2021,11,False
2021-01-13,2021-01-14,1.0984709243755711e-26,0.99999999999968681,3.1338396009295272e-13,bull,8.4979391074508107e-12,6.2510401886630342e-13,0.0160083928552015,0.93953449760815178,0.85703408234019773,-0.079240282467924403,BTC,0.99999999999968681,HIGH_VOLATILITY,,True,5,0.050000000000000003,0.5,0.5,0.023965001800134,0.5,0.023133072015427102,0.023965001800134,0.5,0.023133072015427102,0.023965001800134,BTC,0.050000000000000003,0.5,0.023133072015427102,0.023965001800134,0.69999999999999996,0.019078701315760199,0.033564446282351001,0.0093311074042549003,0.0479773796084767,2021,BURN_IN_2021,12,False
2021-01-14,2021-01-15,6.2380434256043657e-30,0.99999999999999156,8.4852120064043066e-15,bull,2.5792756742291185e-13,6.0965496834616488e-13,-0.0072097961997150996,1.0157397259569123,0.85978721202008945,-0.035064643971694197,BTC,0.99999999999999156,HIGH_VOLATILITY,,True,5,0.050000000000000003,0.5,0.5,-0.029747910911041599,0.5,0.0117133568188261,-0.029747910911041599,0.5,0.0117133568188261,-0.029747910911041599,BTC,0.050000000000000003,0.5,0.0117133568188261,-0.029747910911041599,0.69999999999999996,0.0097478754530879001,-0.041640506276642703,-0.0123329614026715,-0.059473091737990501,2021,BURN_IN_2021,13,False
2021-01-15,2021-01-16,1.652325844557015e-32,0.99999999999999956,2.6615127419984834e-16,bull,9.0923163292229926e-15,1.6212666509505592e-14,-0.092452332921996103,0.72562077912346268,0.86972672496887804,-0.092452332921996103,BTC,0.99999999999999956,HIGH_VOLATILITY,episode-000012|episode-000013,True,5,0.050000000000000003,0.5,0.5,-0.011228099057899401,0.5,0.0153239544076346,-0.0112280990578993,0.5,0.0153239544076346,-0.0112280990578993,BTC,0.050000000000000003,0.5,0.0153239544076346,-0.0112280990578993,0.69999999999999996,0.013031881670869201,-0.015710953007805301,-0.0045440681072738999,-0.022425893860358499,2021,BURN_IN_2021,14,False
2021-01-16,2021-01-17,3.0511112292999927e-28,0.99999999999992994,7.0014541659307168e-14,bull,1.9941527178704357e-12,1.3935937402910498e-13,-0.1029191644729141,0.57804463448614252,0.86280813634995424,-0.1128049005771035,BTC,0.99999999999992994,HIGH_VOLATILITY,,True,5,0.050000000000000003,0.5,0.5,-0.0025029143213292,0.5,0.0056700514511021996,-0.0025029143213292,0.5,0.0056700514511021996,-0.0025029143213292,BTC,0.050000000000000003,0.5,0.0056700514511021996,-0.0025029143213292,0.69999999999999996,0.0047845461170488999,-0.0035009296198161999,-0.0010010203668571001,-0.0049945168589235998,2021,BURN_IN_2021,15,False
2021-01-17,2021-01-18,1.1220003877802323e-24,0.99999999999232003,7.6800174196007312e-12,bull,1.8589819385546394e-10,1.5219915577933219e-11,-0.061598965233738701,0.5496262090375692,0.86567472495786346,-0.1172360114583257,BTC,0.99999999999232003,HIGH_VOLATILITY,,True,5,0.050000000000000003,0.5,0.5,0.0107912659018649,0.5,0.001251755170883,0.010791265901864701,0.5,0.001251755170883,0.010791265901864701,BTC,0.050000000000000003,0.5,0.001251755170883,0.010791265901864701,0.69999999999999996,0.0010525283497851,0.015108475201726699,0.0042620231864255002,0.021585062333284801,2021,BURN_IN_2021,16,False
2021-01-18,2021-01-19,9.45363257858568e-24,0.99999999996670963,3.3290539747094999e-11,bull,7.6136918078335896e-10,5.1220925014950788e-11,0.030072332272684701,0.53553095118268734,0.86414772135730988,-0.098181495740074495,BTC,0.99999999996670963,HIGH_VOLATILITY,,True,5,0.050000000000000003,0.5,0.5,-0.0083397199889824001,0.5,0.0053386480577700002,-0.0083397199889824001,0.5,0.0053386480577700002,-0.0083397199889824001,BTC,0.050000000000000003,0.5,0.0053386480577700002,-0.0083397199889824001,0.69999999999999996,0.0044653930390267001,-0.011672609459644301,-0.0033665791642096998,-0.0166688516709819,2021,BURN_IN_2021,17,False
2021-01-19,2021-01-20,9.966876365844089e-24,0.99999999995576683,4.4233128743336766e-11,bull,1.0001885158398019e-09,2.1885391216157675e-11,0.056544029393035003,0.53367639478762408,0.86468443173886245,-0.11321377462172991,BTC,0.99999999995576683,HIGH_VOLATILITY,,True,5,0.050000000000000003,0.5,0.5,-0.0073174712658941,0.5,0.0042022361432244,-0.0073174712658941998,0.5,0.0042022361432244,-0.0073174712658941998,BTC,0.050000000000000003,0.5,0.0042022361432244,-0.0073174712658941998,0.69999999999999996,0.0035417850941759001,-0.0102421251888527,-0.0029505613783079002,-0.0146265995239271,2021,BURN_IN_2021,18,False
2021-01-20,2021-01-21,7.8973783340714613e-22,0.99999999945296725,5.470325472945287e-10,bull,1.1117051491004516e-08,1.0055989983010519e-09,-0.050984158235737702,0.56087291286270535,0.85488128926101836,-0.1261844416036729,BTC,0.99999999945296725,HIGH_VOLATILITY,,True,5,0.050000000000000003,0.5,0.5,-0.0653174695463382,0.5,0.0036835890720656001,-0.065317469546338297,0.5,0.0036835890720656001,-0.065317469546338297,BTC,0.050000000000000003,0.5,0.0036835890720656001,-0.065317469546338297,0.69999999999999996,0.0031033600229889999,-0.091442456756129303,-0.028348707441455501,-0.13062805309460121,2021,BURN_IN_2021,19,False
2021-01-21,2021-01-22,3.6584205405918443e-22,0.99999999959248043,4.0751973137974237e-10,bull,8.3910183540175423e-09,2.7902599470256401e-10,-0.21272370372450261,0.29462456764834272,1.0024919645135193,-0.240329266760757,ABSTAIN,0.5,INSUFFICIENT_EVIDENCE,,True,5,0.050000000000000003,0.5,0.45000000000000001,0.031476483746766599,0.45000000000000001,0.0150609785519553,0.031476483746766697,0.45000000000000001,0.0150609785519553,0.031476483746766697,BTC,0.050000000000000003,0.45000000000000001,0.0150609785519553,0.031476483746766697,0.45000000000000001,0.219807299248333,0.0312652895510434,-0.00020477036844359999,0.0699822645020928,2021,BURN_IN_2021,20,False
2021-01-22,2021-01-23,1.5729985705437694e-13,0.99998800005799804,1.1999941844788204e-05,bull,0.00013468493142249999,2.3999068964744236e-05,-0.1043619625574693,0.41889422518800051,1.015851211645219,-0.18716578857270941,ABSTAIN,0.5,INSUFFICIENT_EVIDENCE,,True,5,0.050000000000000003,0.5,0.45000000000000001,-0.0124473038151394,0.45000000000000001,0.016791802694337998,-0.0124473038151394,0.45000000000000001,0.016791802694337998,-0.0124473038151394,BTC,0.050000000000000003,0.45000000000000001,0.016791802694337998,-0.0124473038151394,0.45000000000000001,0.016791802694337998,-0.0124473038151394,2.2551405187698489e-17,-0.027623823881456198,2021,BURN_IN_2021,21,False
2021-01-23,2021-01-24,2.5682694058980109e-14,0.99998923125743244,1.0768742541831724e-05,bull,0.0001219273219035,2.4623988689775057e-06,-0.1091242243784615,0.35188001600910002,1.0246179553010275,-0.2096193776739993,ABSTAIN,0.5,INSUFFICIENT_EVIDENCE,,True,5,0.050000000000000003,0.5,0.45000000000000001,0.0021302498762614001,0.45000000000000001,0.0069229537150339998,0.0021302498762614001,0.45000000000000001,0.0069229537150339998,0.0021302498762614001,BTC,0.050000000000000003,0.45000000000000001,0.0069229537150339998,0.0021302498762614001,0.45000000000000001,0.0069229537150339998,0.0021302498762614001,2.4719809532669501e-17,0.0047493058347276998,2021,BURN_IN_2021,22,False
2021-01-24,2021-01-25,9.9435340127836527e-13,0.99994054763358442,5.9452365421230682e-05,bull,0.00058067989407370002,9.7367247696092252e-05,-0.100400116072724,0.30586562763268738,1.0192486529820142,-0.2058656183727306,BTC,0.99994054763358442,HIGH_VOLATILITY,,True,5,0.050000000000000003,0.5,0.45000000000000001,0.0001523566629617,0.45000000000000001,0.00117294638759,0.0001523566629617,0.45000000000000001,0.00117294638759,0.0001523566629617,BTC,0.050000000000000003,0.45000000000000001,0.00117294638759,0.0001523566629617,0.45000000000000001,0.00117294638759,0.0001523566629617,6.1203212636806725e-17,0.00034117730984769998,2021,BURN_IN_2021,23,False
2021-01-25,2021-01-26,6.2121846605775831e-12,0.99975597394498839,0.00024402604879940001,bull,0.0020697589347952001,0.00036914737719200003,-0.11910731648695,0.2191658098463771,0.99611620405897583,-0.2055946777407493,BTC,0.99975597394498839,HIGH_VOLATILITY|BULLISH_ROUTER,episode-000017|episode-000024,True,5,0.050000000000000003,0.5,0.45000000000000001,0.0034852481062934001,0.45000000000000001,8.442842190947708e-05,0.0034852481062934001,0.45000000000000001,8.442842190947708e-05,0.0034852481062934001,BTC,0.050000000000000003,0.45000000000000001,8.442842190947708e-05,0.0034852481062934001,0.45000000000000001,8.442842190947708e-05,0.0034852481062934001,7.0256300777060687e-17,0.0077451840643922003,2021,BURN_IN_2021,24,False
2021-01-26,2021-01-27,5.4366370740328064e-11,0.99955673288273195,0.00044326706290130001,bull,0.0035187891618298,0.0003984821245125,-0.097236611495185102,0.23764246248281681,0.99484846395416959,-0.1994418622981185,BTC,0.99955673288273195,HIGH_VOLATILITY,,True,5,0.050000000000000003,0.5,0.45000000000000001,-0.029050593173241102,0.45000000000000001,0.0019102751113788999,-0.029050593173241199,0.45000000000000001,0.0019102751113788999,-0.029050593173241199,BTC,0.050000000000000003,0.45000000000000001,0.0019102751113788999,-0.029050593173241199,0.45000000000000001,0.0019102751113788999,-0.029050593173241199,-1.3877787807814457e-17,-0.064552751976026002,2021,BURN_IN_2021,25,False
2021-01-27,2021-01-28,6.8289999250882927e-12,0.99985830794348396,0.00014169204968660001,bull,0.0012719105171136,0.000603150121504,-0.1429771424866742,0.12366859094235309,1.0236896358964092,-0.25112009320357742,ABSTAIN,0.5,INSUFFICIENT_EVIDENCE,,True,5,0.050000000000000003,0.5,0.45000000000000001,0.043952694072665402,0.45000000000000001,0.016454797213571001,0.043952694072665298,0.45000000000000001,0.016454797213571001,0.043952694072665298,CASH,0.050000000000000003,0.45000000000000001,0.016454797213571001,0.043952694072665298,0.45000000000000001,0.016454797213571001,0.043952694072665298,-1.5959455978986623e-16,0.097710827522694402,2021,BURN_IN_2021,26,False
2021-01-28,2021-01-29,3.3017673296720925e-08,0.99221638081704444,0.0077835861652823003,bull,0.041460370556990797,0.0152838542528795,0.082118273399022806,0.21912624196376401,1.0700047982277747,-0.17794641779538059,ABSTAIN,0.5,INSUFFICIENT_EVIDENCE,,True,5,0.050000000000000003,0.5,0.45000000000000001,0.0124754968946643,0.45000000000000001,0.023164873289507601,0.0124754968946643,0.45000000000000001,0.023164873289507601,0.0124754968946643,BTC,0.050000000000000003,0.45000000000000001,0.023164873289507601,0.0124754968946643,0.45000000000000001,0.023164873289507601,0.0124754968946643,1.7347234759768074e-17,0.027775447343504501,2021,BURN_IN_2021,27,False
2021-01-29,2021-01-30,4.9416659070427356e-09,0.99217690364015221,0.0078230914181818007,bull,0.041634149316615403,7.901050579912313e-05,0.039432735867638499,0.18820036925805469,1.0596510659131615,-0.15511351180931679,ABSTAIN,0.5,INSUFFICIENT_EVIDENCE,,True,5,0.050000000000000003,0.5,0.45000000000000001,-0.00025211029810180002,0.45000000000000001,0.0067895608273568003,-0.00025211029810189999,0.45000000000000001,0.0067895608273568003,-0.00025211029810189999,BTC,0.050000000000000003,0.45000000000000001,0.0067895608273568003,-0.00025211029810189999,0.45000000000000001,0.0067895608273568003,-0.00025211029810189999,-4.1199682554449168e-18,-0.00054516089534670004,2021,BURN_IN_2021,28,False
