decision_date,return_date,prob_bear,prob_bull,prob_mix,hard_regime,transition_day,router_entropy,router_confidence,router_transition_l1,return_1,return_7,return_30,return_90,realized_vol_30,drawdown_90,pretrade_exposure,current_ramoe_desired_exposure,requested_exposure,abstained,confidence,reason_codes,cited_memory_ids,similar_incidents_seen,active_lessons_seen,provider_status,desired_exposure,final_exposure,ambiguity_cvar,risk_fallback_used,turnover,asset_simple_return,portfolio_net_return,current_ramoe_net_return,log_advantage_vs_current_ramoe,request_sha256,response_sha256
2021-01-01,2021-01-02,1.3822076509313222e-26,0.99999999999949363,5.0625768357105121e-13,bull,False,1.3507407504563366e-11,0.99999999999949363,0,0.014179913918768605,0.1891606182360186,0.52766561908131626,1.7844597029646629,0.62408484930992336,0,0,0.5,0.5,True,0,INSUFFICIENT_EVIDENCE,,0,0,FAIL_CLOSED,0.5,0.35000000000000003,0.021029895938006405,False,0.35000000000000003,0.096505778289435407,0.033415200443461801,0.033415200443461801,0,745c9e7747a152cc8dc2baa83cf3691a35eeb5e8fdad10521ce2be329650348f,7598bb87fff404d37c14ed65075882b256441c831803a69eabb39fbe1351a420
2021-01-02,2021-01-03,8.6867971685061611e-27,0.99999999999962563,3.7433930129560642e-13,bull,False,1.0090518293363496e-11,0.99999999999962563,2.63923899903381e-13,0.096505778289435407,0.21693555703399037,0.65660489983687786,2.0163591900982865,0.68062077367691198,0,0.37123771769452607,0.5,0.5,True,0,INSUFFICIENT_EVIDENCE,,1,0,FAIL_CLOSED,0.5,0.5,0.029678009014958467,False,0.12876228230547393,0.0237813458079787,0.011760379551502664,0.0117603795515026,6.4184768611141862e-17,900e63711989ea84a13d3ba0d90316d0617359ffedf84ac2ee3667380693de72,6915cfd0e41a76c774da6d7387fc8286ee30d1ce5d2309af611033d104e9ac8b
2021-01-03,2021-01-04,6.4694897100760068e-30,0.99999999999999323,6.7728504697806055e-15,bull,False,2.0730006006342712e-13,0.99999999999999323,7.3516129427922384e-13,0.023781345807978749,0.25503687936240782,0.76646603887855691,2.0547198665369111,0.64837119375170627,0,0.50587547312293368,0.5,0.5,True,0,INSUFFICIENT_EVIDENCE,,2,0,FAIL_CLOSED,0.5,0.5,0.029558753886044026,False,0.0058754731229336832,-0.028408108280312799,-0.014209846157740902,-0.014209846157741001,1.0061396160665481e-16,5af518efd2b88755764ca5337f6d253c18d6bd28a6af7c852cbdfbd9632af7db,017464d3f80a5822cfe3ce76f2b6fe492c5afb726468a94ac91a1c50903c146e
2021-01-04,2021-01-05,4.9827050240378674e-32,0.99999999999999956,3.1440605277355787e-16,bull,False,1.0619833298048763e-14,0.99999999999999956,1.2786715657370445e-14,-0.028408108280312816,0.18348867978919192,0.67250411302326785,2.0202591817101463,0.66880156869157803,-0.028408108280312816,0.49279564183652264,0.5,0.5,True,0,INSUFFICIENT_EVIDENCE,,3,0,FAIL_CLOSED,0.5,0.5,0.029560043498475803,False,0.0072043581634773646,0.061484701429615297,0.030734924877738878,0.030734924877738799,7.6327832942979512e-17,5e720e0c2b52aa3db1b52967cb264c9ca383fd13b7531ec769bbde4eb7c06c00,2e4977301e61724c91931ac4dc8e97f4e7bfd910ea12b0e4f72214fd1b6c6623
2021-01-05,2021-01-06,5.6192631318445794e-30,0.99999999999999556,4.3429553039174643e-15,bull,False,1.3477310127086977e-13,0.99999999999999556,8.0253521397944755e-15,0.061484701429615374,0.24165327293980132,0.75395641876377062,2.1854389039350011,0.68469229838245083,0,0.51491272319095471,0.5,0.5,True,0,INSUFFICIENT_EVIDENCE,,4,0,FAIL_CLOSED,0.5,0.5,0.02956752405779042,False,0.014912723190954713,0.082423547063236402,0.041196246228656364,0.041196246228656301,6.2450045135165055e-17,29c5baa89709fbf11218dfe55a6107fbeba964c7c5640f73fb1e6548bfd9f249,881b83cda92b045f169d7ef84b780924216f4eded79f808a4bfd7adbfc6c6c4e
2021-01-06,2021-01-07,1.3258353997919832e-31,0.99999999999999922,6.628938186445444e-16,bull,False,2.1795896701537843e-14,0.99999999999999922,7.343797466535941e-15,0.082423547063236402,0.27450144966694023,0.91924134225667276,2.3680760886480345,0.7074152815589615,0,0.5197902936651565,0.5,0.5,True,0,INSUFFICIENT_EVIDENCE,,5,0,FAIL_CLOSED,0.5,0.5,0.029572257481170507,False,0.0197902936651565,0.072486220279834396,0.036222602584458974,0.036222602584458898,7.6327832942979512e-17,1d69ccea42a154c765b91a4cfa321843507075a6b38e2c4dc34473c7930b3b05,4e265b0b14bac4a44a1909395fee309172434a0ffdf156250401ae0245bd3939
2021-01-07,2021-01-08,3.9985980558053269e-36,1,2.1968043081084025e-18,bull,False,8.1303501792606765e-17,1,1.4378531315740456e-15,0.072486220279834424,0.36307488238098173,1.1531653443628387,2.5697020137142439,0.68415518574504608,0,0.51748774480875614,0.5,0.5,True,0,INSUFFICIENT_EVIDENCE,,5,0,FAIL_CLOSED,0.5,0.5,0.02957002297966034,False,0.017487744808756145,0.0288670609880337,0.014415790339310064,0.01441579033931,6.4184768611141862e-17,1a39db4e9717a396818978a2f33c5e4b57d3116cb4c5da10d7db3c019a4d021c,e1658adf62a06c4194897295c5547e95f6a7e4474edbe74608d311842f929456
2021-01-08,2021-01-09,2.516241381163636e-40,1,1.0941871716125954e-20,bull,False,4.5776560294579026e-19,1,2.1858624363922765e-18,0.02886706098803371,0.38281465536326764,1.1891135554836625,2.5933672024357435,0.6824273887216129,0,0.50711408390009938,0.5,0.5,True,0,INSUFFICIENT_EVIDENCE,,5,0,FAIL_CLOSED,0.5,0.5,0.02955995589209242,False,0.0071140839000993772,-0.0110198944316773,-0.0055170221015119481,-0.0055170221015119003,-4.7704895589362195e-17,39fb1f3cd4a40f530281950d67dbba9c2a92d456829469cbec2da6b7aadd4beb,a0ab27b395938a84e2ef792f008c364e7c5b8b42f6f1deafb4295377dc5d336a
2021-01-09,2021-01-10,5.9332842790265787e-42,1,1.2451458892065317e-21,bull,False,5.4555315502194402e-20,1,9.6967258269194232e-21,-0.011019894431677391,0.24721292939835315,1.2004417116050683,2.5310790607686222,0.6786193302494149,-0.011019894431677391,0.4972297625298448,0.5,0.5,True,0,INSUFFICIENT_EVIDENCE,,5,0,FAIL_CLOSED,0.5,0.5,0.029555740419582179,False,0.0027702374701552013,-0.048807154829534898,-0.024406280048533069,-0.0244062800485331,3.1225022567582528e-17,fbc4299d0774921ff20ef957df5d0f1929be86a6b9e8239545c685c3f8c6a219,38246efebfc7d2d011afa8a5b7d991734629a36c2c34783b38d8e7621b003f8e
2021-01-10,2021-01-11,2.9054209572251585e-41,1,2.3009882999314254e-21,bull,False,9.9530241013087996e-20,1,1.0558424107248938e-21,-0.048807154829534904,0.15878260500198715,1.1190106305066689,2.3112997338281067,0.71729972249534646,-0.059289199567480355,0.48749299564357745,0.5,0.5,True,0,INSUFFICIENT_EVIDENCE,,5,0,FAIL_CLOSED,0.5,0.5,0.029757079873941647,False,0.012507004356422546,-0.069330910500049497,-0.034677528693381254,-0.034677528693381199,-5.5511151231257827e-17,4c1efe141d159e27a89b9aa540f80e21a61d566761436048da0885f2a1e2b49f,d6117ec2e0405b8025e527bc0ffa4e5571391818ce37efeddec5e985651b5a72
2021-01-11,2021-01-12,4.954340585009968e-38,1,1.5056677068369944e-19,bull,False,5.9398077803331966e-18,1,1.4826578238376801e-19,-0.069330910500049581,0.10997545483502291,0.88975963506637812,2.1114252700502463,0.7895096977948729,-0.1245095358786974,0.48204484888759308,0.5,0.5,True,0,INSUFFICIENT_EVIDENCE,,5,0,FAIL_CLOSED,0.5,0.5,0.030698863628361217,False,0.01795515111240692,-0.041306200994252397,-0.02067068481869816,-0.020670684818698101,-6.2450045135165055e-17,a3731bb4c62c044f3fa2ed012dd8b752fc2ba9d7e71baba4d6fab2b869b299ba,909448ae20b2cdb2c958aa9a949241317279b53de69cb31d02d686efb91ec9ed
2021-01-12,2021-01-13,1.4216618415499967e-31,0.99999999999999922,6.9670035617936204e-16,bull,False,2.2839833130897904e-14,0.99999999999999922,1.473705906646288e-15,-0.041306200994252418,0.0024888575084947018,0.77694401568562022,1.9837921613953977,0.81994838343411791,-0.16067272095824325,0.48945567678439073,0.5,0.5,True,0,INSUFFICIENT_EVIDENCE,,5,0,FAIL_CLOSED,0.5,0.5,0.030691680175479446,False,0.010544323215609275,0.097021079290176795,0.048499483811063504,0.048499483811063497,1.3877787807814457e-17,c4fe954341cafe47be65d4613f4b8d0b6773398d6a3cc2227757d882745653c4,efd2e0d10c90173bb6b4adb2dde910e0bd1ab95ed3fc73afbb7bff6e0a58eb00
2021-01-13,2021-01-14,1.0984709243755711e-26,0.99999999999968681,3.1338396009295272e-13,bull,False,8.4979391074508107e-12,0.99999999999968681,6.2510401886630342e-13,0.097021079290176893,0.016008392855201503,0.93953449760815189,2.2497783186994695,0.85703408234019773,-0.079240282467924472,0.52313307201542714,0.5,0.5,True,0,INSUFFICIENT_EVIDENCE,,5,0,FAIL_CLOSED,0.5,0.5,0.030703882683094482,False,0.023133072015427136,0.047977379608476797,0.023965001800134056,0.023965001800134,5.2041704279304213e-17,77acaced10422496f57d258b76ce4055739f341531b0dcf7434bef95373aa194,1c07314297323c933d93276d49283bcb5aa445b8c6ff2b80a7ba0ba744fe9cd2
2021-01-14,2021-01-15,6.2380434256043657e-30,0.99999999999999156,8.4852120064043066e-15,bull,False,2.5792756742291185e-13,0.99999999999999156,6.0965496834616478e-13,0.047977379608476811,-0.0072097961997151794,1.0157397259569123,2.4601395513160216,0.85978721202008956,-0.035064643971694287,0.51171335681882613,0.5,0.5,True,0,INSUFFICIENT_EVIDENCE,,5,0,FAIL_CLOSED,0.5,0.5,0.030692813341425689,False,0.011713356818826126,-0.059473091737990501,-0.029747910911041675,-0.029747910911041699,2.7755575615628914e-17,f67967ee433ac645fa97b8354699a7f36ad2468e693a163d875eda56a2325ff6,12b664d2712203d373ea52ed50309334f42bde79b95481eac8e4705ea5edd5f3
2021-01-15,2021-01-16,1.652325844557015e-32,0.99999999999999956,2.6615127419984834e-16,bull,False,9.0923163292229926e-15,0.99999999999999956,1.6212666509505592e-14,-0.059473091737990535,-0.092452332921996172,0.72562077912346279,2.2428688358666093,0.86972672496887804,-0.092452332921996172,0.48467604559236532,0.5,0.5,True,0,INSUFFICIENT_EVIDENCE,,5,0,FAIL_CLOSED,0.5,0.5,0.031199431226383748,False,0.015323954407634677,-0.022425893860358599,-0.011228099057899343,-0.011228099057899401,5.7245874707234634e-17,241bb67c39f57f40ee9f578c5b4fa6a07c0e4d86a19143bd55b05836b60086c4,7bfd475ce9e4e646a0b470ea18313cfcce296d418741dac3c39e73f4195b9771
2021-01-16,2021-01-17,3.0511112292999927e-28,0.99999999999992994,7.0014541659307168e-14,bull,False,1.9941527178704353e-12,0.99999999999992994,1.3935937402910495e-13,-0.022425893860358648,-0.10291916447291416,0.57804463448614252,2.1302522834125615,0.86280813634995424,-0.11280490057710357,0.49432994854889772,0.5,0.5,True,0,INSUFFICIENT_EVIDENCE,,5,0,FAIL_CLOSED,0.5,0.5,0.031190078376385971,False,0.0056700514511022759,-0.0049945168589236996,-0.0025029143213292082,-0.0025029143213292,-8.2399365108898337e-18,512d3ea420a91732ac86c07e15da4947c43a3d030e4e25c31f039fc5a0824ef1,d8d3731501c07222f9e7206c4b159c51ca6518b5a7eda0b5373d99e2d3e66e75
2021-01-17,2021-01-18,1.1220003877802323e-24,0.99999999999232003,7.6800174196007312e-12,bull,False,1.8589819385546394e-10,0.99999999999232003,1.5219915577933219e-11,-0.0049945168589237143,-0.061598965233738756,0.5496262090375692,2.0492963738152365,0.86567472495786357,-0.11723601145832574,0.49874824482911695,0.5,0.5,True,0,INSUFFICIENT_EVIDENCE,,5,0,FAIL_CLOSED,0.5,0.5,0.0310635963098524,False,0.001251755170883051,0.021585062333284898,0.010791265901864744,0.0107912659018649,-1.5439038936193583e-16,472f5d31330f9eaeba5090060b29341acd33ccccdb37d983abefa5338be98261,1129494c08c19c1c1d575d89a232f6379247a23e87159ef7cab9b5e46a74918b
2021-01-18,2021-01-19,9.45363257858568e-24,0.99999999996670963,3.3290539747094999e-11,bull,False,7.6136918078335916e-10,0.99999999996670963,5.1220925014950788e-11,0.021585062333284943,0.030072332272684799,0.53553095118268734,2.0732530322743106,0.86414772135730999,-0.098181495740074509,0.50533864805777007,0.5,0.5,True,0,INSUFFICIENT_EVIDENCE,,5,0,FAIL_CLOSED,0.5,0.5,0.031067556254105375,False,0.0053386480577700679,-0.0166688516709819,-0.0083397199889824192,-0.0083397199889824001,-1.9081958235744878e-17,5a4f7680c71b8f5e1cd968c730e0c7bdf008a9a834cd5e50cd36f2025c8c64d3,d5d44f42b9dfe4cd1a716112b72550bec269bc5db5694ac1600b87bf78d67186
2021-01-19,2021-01-20,9.966876365844089e-24,0.99999999995576683,4.4233128743336766e-11,bull,False,1.0001885158398019e-09,0.99999999995576683,2.1885391216157675e-11,-0.016668851670981977,0.056544029393035045,0.53367639478762419,1.8108160859415867,0.86468443173886256,-0.11321377462172999,0.4957977638567756,0.5,0.5,True,0,INSUFFICIENT_EVIDENCE,,5,0,FAIL_CLOSED,0.5,0.5,0.031066455141853452,False,0.0042022361432244026,-0.0146265995239271,-0.0073174712658942154,-0.0073174712658941998,-1.5612511283791264e-17,ed47b1ce32a2f8b8498041d922eb8513ad2a3942d243d6bf7a5ae41a6e37d2e5,a7c74e9bdf9df7abb7c4988e8da92318b08b88c1612b10e9e2edbc734d5fed93
2021-01-20,2021-01-21,7.8973783340714613e-22,0.99999999945296725,5.470325472945287e-10,bull,False,1.1117051491004516e-08,0.99999999945296725,1.0055989983010521e-09,-0.014626599523927197,-0.050984158235737764,0.56087291286270546,1.7342885329798223,0.85488128926101847,-0.12618444160367293,0.49631641092793433,0.5,0.5,True,0,INSUFFICIENT_EVIDENCE,,5,0,FAIL_CLOSED,0.5,0.5,0.031065952605196578,False,0.0036835890720656739,-0.13062805309460129,-0.065317469546338325,-0.065317469546338297,-2.7755575615628914e-17,0b12f39694075571d141e3355061c6d5b5daff062b8cfd035cb3080e238a37e1,253a337b9532079e1f02d672924a0525cc5fbaaa98c966bd5701550e67904ded
