decision_date,return_date,prob_bear,prob_bull,prob_mix,hard_regime,transition_day,router_entropy,router_confidence,router_transition_l1,return_1,return_7,return_30,return_90,realized_vol_30,drawdown_90,pretrade_exposure,current_ramoe_desired_exposure,requested_exposure,abstained,confidence,reason_codes,cited_memory_ids,similar_incidents_seen,active_lessons_seen,provider_status,core_action_accepted,interface_normalizations,desired_exposure,final_exposure,ambiguity_cvar,risk_fallback_used,turnover,asset_simple_return,portfolio_net_return,current_ramoe_net_return,log_advantage_vs_current_ramoe,request_sha256,response_sha256
2021-01-01,2021-01-02,1.3822076509313222e-26,0.99999999999949363,5.0625768357105121e-13,bull,False,1.3507407504563366e-11,0.99999999999949363,0,0.014179913918768605,0.1891606182360186,0.52766561908131626,1.7844597029646629,0.62408484930992336,0,0,0.5,0.75,False,0.99999999999949363,BULL_TREND|HIGH_VOLATILITY,,0,0,OK,True,,0.75,0.35000000000000003,0.021029895938006405,False,0.35000000000000003,0.096505778289435407,0.033415200443461801,0.033415200443461801,0,6d39438c2b6eaac1d200f79a3a2314b7c2e2f116922ada1e8a89407f34fd80d9,4a8480b64f533f23c06bfd36c1a1aa49334e1ef133f553a00568e4d165078d29
2021-02-06,2021-02-07,1.3344731874477851e-09,0.99702601994673723,0.0029739787187893002,bull,False,0.018452147853025416,0.99702601994673723,0.0044952034372602616,0.025040733622994749,0.14507147836689205,-0.0051596291959999929,1.5353500778237756,0.97585496412769757,-0.033071998778304135,0.37123771769452607,0.48634586504685018,0.5,False,0.84999999999999998,BULL_TREND|HIGH_VOLATILITY|MEMORY_ANALOGY,episode-000001,1,0,OK,True,,0.5,0.45000000000000001,0.040728069405675339,False,0.078762282305473941,-0.010283621098108301,-0.0047060272937936576,-0.0046337296569606999,-7.2636842090141596e-05,32092a323828363d6254e6312a1d40af3efe2f25d49eec571f0054c0eef060b4,f3e198b0911d11557235ca1d48a9bebdb8984414efdd4306c1734c09f837d7f7
2021-03-14,2021-03-15,1.9582455291584919e-15,0.99999839400870716,1.6059912904993366e-06,bull,False,2.0965317526543141e-05,0.99999839400870716,1.2135497768205625e-05,-0.034015684211042396,0.15949456968398823,0.24786950858846102,2.0670495698824309,0.81876524673581808,-0.034015684211042396,0.44744297079444917,0.4770306124243347,0.5,False,0.84999999999999998,BULL_TREND|HIGH_VOLATILITY|MEMORY_ANALOGY,episode-000002,2,0,OK,True,,0.5,0.5,0.039555514775987767,False,0.052557029205550831,-0.056203553490984201,-0.028152856828796535,-0.028110184692285399,-4.3907316092179488e-05,737f8eeca72f419fdb1f547a622c659f7a3fc0138cb493ddcfa4a49f3b946b9d,3b21bb0ea842dac4525acafbbe06ea079beed4ea3efbca8ba16427e94111b110
2021-04-10,2021-04-11,5.6241507915286353e-05,0.49505770803567722,0.50488605045640744,mix,True,0.63140246437846181,0.50488605045640744,0.55401216711168566,0.02804088873288646,0.047117152325889089,0.033718284760248851,0.56441367609092974,0.60026389527527058,-0.023643972658030976,0.48554283973717421,0.48568162495212908,0.25,False,0.65000000000000002,BULL_TREND|HIGH_VOLATILITY|MEMORY_ANALOGY,episode-000002|episode-000003,3,0,OK,True,,0.25,0.25,0.019983407282793693,False,0.23554283973717421,0.0038544965220824999,0.00072785431601940509,0.0019203216426868001,-0.0011908906236397046,11dd5c832d7a704a68ee0aa50fab3685e83b616733fa31cb7789229e6b4152c8,f96b2e912a700dad13568237ac38e8fe92435a62d486628f3c20aa83dfb0ce70
2021-05-13,2021-05-14,0.9518697355496244,6.0832256750352991e-08,0.048130203618118601,bear,True,0.17565210963157235,0.9518697355496244,1.6319798838650224,0.0064879050384536452,-0.11879713644438306,-0.21775423388714987,0.049246702144951637,0.84380772007285521,-0.21775423388714987,0.25072202233974111,0.49999999824057062,0.25,False,0.9518697355496244,BEAR_DEFENSE|HIGH_VOLATILITY|MEMORY_ANALOGY,episode-000004,4,0,OK,True,,0.25,0.25,0.02156927111620029,False,0.00072202233974111296,0.0027200701745914999,0.0006792950303202705,0.0013584161568251001,-0.00067842993042346682,d7bae2f4dd40a52adbfb565cc275ab7e68d76bc227da6e0f870eb9a3a9e8a4d4,d5d653caf83940091c8c747ef6d0237af6163c2ed52c910ac08c0a9a4710c227
2021-07-01,2021-07-02,0.99999909774420404,2.7377361849949375e-19,9.0225579607459722e-07,bear,False,1.2251986910796512e-05,0.99999909774420404,1.9367649901313707e-06,-0.042347452957584131,-0.032371963145232607,-0.085696529617636519,-0.43124558092689902,0.99434804465162885,-0.4720943518269336,0.25050966657552315,0.4869098264110695,0.25,False,0.99999909774420404,BEAR_DEFENSE|HIGH_VOLATILITY|MEMORY_ANALOGY,episode-000005,5,0,OK,True,,0.25,0.25,0.026842372947667982,False,0.00050966657552314887,0.0080432630963880002,0.0020103050826758562,0.0032069334638245,-0.0011935150967120377,c0ea6b776f68abbaa419f141a0269b4713cabf1160e109077b77638d70fb6361,50c0eedcd700ce0244b844e2b5ce95690aaf5cfa88e033f4069f9592fd2ca42d
2021-08-13,2021-08-14,0.0030403379713155,0.0040075225584558002,0.99295213947022842,mix,True,0.042566395719389284,0.99295213947022842,0.0023918349164947232,0.076699081601859342,0.1171551148020582,0.45667520802420425,0.023556588908299814,0.67378366086387886,0,0.25150508538114696,0.49982919964138761,0.25,False,0.99295213947022842,BEAR_DEFENSE|HIGH_VOLATILITY|MEMORY_ANALOGY,episode-000006,5,0,OK,True,,0.25,0.25,0.023837690684827415,False,0.0015050853811469644,-0.0152188600078227,-0.0038062143609158827,-0.0068667110266072001,0.0030769189434308258,f81a39dcc530c0828325e0dcdb1a3dae9c209124a74864e23bf8cebe50251427,0fd7194470fffadfb6e483385797608a9f996dbbbf016b1c576174d868b89208
2021-08-21,2021-08-22,1.7243869738623281e-06,0.61772152864488794,0.38227674696813813,bull,True,0.60548338659322942,0.61772152864488794,0.87956314987941009,-0.009086854269726663,0.038110510497753936,0.51323419683023253,0.40934898514116358,0.63923993878532137,-0.009086854269726663,0.24713556539120504,0.48213383249781638,0.25,False,0.61772152864488794,BULL_TREND|HIGH_VOLATILITY|MEMORY_ANALOGY,episode-000004|episode-000007,5,0,OK,True,,0.25,0.25,0.022300685219290718,False,0.0028644346087949579,0.0077482107709744997,0.0019341827095740172,0.0038718144624199,-0.001932023693514475,a1adc3e9cda958db19cf77f74f89768a9329a3eeceee758b2a47a3ac68a1d698,d1a2f068f4c93fe2fc7254419cda06d8e662bb7c6909998ebcbf6e8b6c071101
2021-09-20,2021-09-21,0.0362914453135567,0.0043506006840354,0.95935795400240764,mix,True,0.16731070083394353,0.95935795400240764,0.062199531343735806,-0.092468675048212545,-0.046249680196665199,-0.1228665310849133,0.31924151598330885,0.71089825238257864,-0.18608523297912938,0.25144998083028602,0.49433145819661428,0.25,False,0.95935795400240764,BULL_TREND|HIGH_VOLATILITY|MEMORY_ANALOGY,episode-000007|episode-000004|episode-000008|episode-000006|episode-000002,5,0,OK,True,,0.25,0.25,0.023959123751087375,False,0.001449980830286024,-0.051767411699392897,-0.012943284140239819,-0.023318658631183702,0.010567062137288905,2bb05a17539748423a2191597b4c905a00a7c8fb013a66eff8924d665802b5b6,60d9b11ce87d887334e1dd8932335230f31f5636c5315cf07e38d9e3a4907c13
2021-12-07,2021-12-08,0.96592011765928643,2.7269854574311408e-08,0.0340798550708587,bear,True,0.13530744406996889,0.96592011765928643,0.047916956585511018,0.00065464053114872023,-0.11053761323701861,-0.20036919264396302,0.098429487596989995,0.69463877151333697,-0.25075117099746913,0.24016634458425967,0.48190018671888801,0.25,False,0.84999999999999998,BEAR_DEFENSE|HIGH_VOLATILITY|MEMORY_ANALOGY,episode-000006|episode-000005|episode-000009,5,0,OK,True,,0.25,0.25,0.022601292409719566,False,0.0098336554157403278,-0.0023974606286761,-0.00060919291863437142,-0.0010790190839707,0.00047022309212727323,4f422c76a7f5bdf2da24dd5d4359295192f0e3cf13b85b749c178ecf2750bf11,e2aa8b3ba561b66c259c69b791d06eb30244eca4cc07bb6fc13e2ae0eb79e94d
2022-01-25,2022-01-26,0.99999938003782995,2.2423345654858175e-18,6.1996216980049143e-07,bear,False,8.6303948350259603e-06,0.99999938003782995,1.0068060762445997e-06,0.0072043242300257049,-0.12779537632834959,-0.27233807077209693,-0.36769675947712199,0.57517124252198548,-0.45280987562177999,0.24955020654159635,0.47295113641146758,0.25,False,0.94999999999999996,BEAR_DEFENSE|HIGH_VOLATILITY|MEMORY_ANALOGY,episode-000006|episode-000010|episode-000005,5,0,OK,True,,0.25,0.25,0.022161011869528128,False,0.00044979345840365226,-0.0040648866324225997,-0.0010166709944742225,-0.0018309730418491999,0.00081546316691158546,e6b3af37312aa8e58c723a70ff725f6bb2e5b781291cb171162a82490c714ab1,5b556690a8929ec43dccbf49805aa57ded83e833a53a72723c1b277440e5f23f
2022-03-15,2022-03-16,0.99877280745470598,9.1896265264081456e-13,0.0012271925443749999,bear,False,0.008603893420780875,0.99877280745470598,0.0020589376947514181,-0.0097148806057810733,0.013960583097602619,-0.065984959974893731,-0.19614294629794471,0.85770131313519637,-0.22667467175843004,0.2492370584386823,0.45375553213079478,0.25,False,0.99877280745470598,BEAR_DEFENSE|HIGH_VOLATILITY|MEMORY_ANALOGY,episode-000010|episode-000006|episode-000011|episode-000005,5,0,OK,True,,0.25,0.25,0.018893759330413273,False,0.00076294156131770374,0.046658198784799501,0.01166377785526862,0.020993723757005402,-0.0091801116688369454,c17e28c553dfa15bf9b3c4f4945a1f9df54c08e3daf7deb5f55677b5ff11aae0,1d5b2374a769a5e8be4ba947171683303b3c33d06188f34a4ec350256d0afde2
2022-04-03,2022-04-04,0.0799594814366371,0.0014096154721750999,0.91863090309118756,mix,True,0.26325465150686178,0.91863090309118756,0.092208003345243331,0.013009975770011506,-0.0096459591540579703,0.18558505161882044,-0.00049967478063839277,0.54095234453503771,-0.021960420662184621,0.25864754258195277,0.4777398256267229,0.25,False,0.84999999999999998,BEAR_DEFENSE|HIGH_VOLATILITY|MEMORY_ANALOGY,episode-000009|episode-000007|episode-000004|episode-000008|episode-000010,5,0,OK,True,,0.25,0.25,0.018733920540156056,False,0.0086475425819527718,0.0047837610705280999,0.0011872823831056145,0.0023886413327177999,-0.0011992149430091524,76de0bc9fa8201be300c34b877dd6d0860d57cec4324d972db4945f9d8a86c06,526fc3989bcd0b824015f69e0903a93c023321eda9a5ef40d9491839362e8c14
2022-05-28,2022-05-29,0.99999982325946324,8.2466358713607432e-21,1.7674053677055709e-07,bear,True,2.6622726414008097e-06,0.99999982325946324,9.7080020178373807e-07,0.014890983595093887,-0.013844251323272605,-0.26972174700613871,-0.22982772207349078,0.77514992889204781,-0.3882463276359881,0.2508958837772397,0.44476673940797201,0.25,False,0.94999999999999996,BEAR_DEFENSE|HIGH_VOLATILITY|MEMORY_ANALOGY,episode-000011|episode-000006|episode-000012|episode-000010|episode-000005,5,0,OK,True,,0.25,0.25,0.022737008023999177,False,0.00089588377723970325,0.015092792597262501,0.0037722988851913719,0.0067880708178591001,-0.0029999339883956984,12514f046819bc8d1e86f83f59bd91aa00017aee2e5206ff811e885d1a8a6a3a,5160cf7cc83864933fc3ffa6980d7057666d823a74550cdc8511615f877ba0ae
2022-07-16,2022-07-17,0.99999900947987641,5.1063018540919775e-20,9.9052012363453094e-07,bear,False,1.3366403971731369e-05,0.99999900947987641,8.3023079918215807e-07,0.018477702387983852,-0.01749160393746374,0.040384370125474689,-0.46578596075863277,0.62577969894407381,-0.48895501530009877,0.25281926098166829,0.41281309155992491,0.25,False,0.99999900947987641,BEAR_DEFENSE|HIGH_VOLATILITY|MEMORY_ANALOGY,episode-000006|episode-000011|episode-000014|episode-000012|episode-000010,5,0,OK,True,,0.25,0.25,0.024592043470128971,False,0.0028192609816682923,-0.020004809075007499,-0.0050040074300391479,-0.0080062905168428004,0.0030219435646538931,12f02741f9d67a9e656e6da08e19ba1d79e22b55a589358b1b831bc941d6f05a,7b7608b2529bdbdf5384447dc46f359b373f216213be2373a103e4b4b0a3425a
2022-09-03,2022-09-04,0.99997108894615405,2.6421214715591376e-15,2.891105384327436e-05,bear,False,0.00030135139357252336,0.99997108894615405,5.0150629323954059e-05,-0.0060793777283274508,-0.010107867165155104,-0.12297398295602779,-0.33703072242837562,0.54845504315399229,-0.36777439141024493,0.24623024499113313,0.3959879678342742,0.25,False,0.99997108894615405,BEAR_DEFENSE|HIGH_VOLATILITY|MEMORY_ANALOGY,episode-000014|episode-000015|episode-000011|episode-000012|episode-000006,5,0,OK,True,,0.25,0.25,0.022967847140156102,False,0.0037697550088668652,0.0084966265619167997,0.0021203788779202704,0.0033971830465235001,-0.0012732916084583065,54dffaa4a2936ee9f877f7be05dd4bbbb8fd6e90e6342f90ab41e50763ea1e16,acb13c5407166c4bb6d3bd18fb1f6511f8f2214a6cd85a22f93a14ecfedec930
2022-10-23,2022-10-24,0.59653556353026116,9.544758254510171e-07,0.40346348199391302,bear,False,0.6138696246455364,0.59653556353026116,0.083061402857225547,0.019078563692410233,0.016057605947492171,0.014393448570762191,-0.081246273806561908,0.27535960293272699,-0.19929630766083661,0.25158974062225997,0.42416883503194652,0.25,False,0.65000000000000002,BEAR_DEFENSE|HIGH_VOLATILITY|MEMORY_ANALOGY,episode-000010|episode-000013|episode-000004|episode-000016|episode-000012,5,0,OK,True,,0.25,0.25,0.02095483529599965,False,0.0015897406222599719,-0.012247588293001901,-0.0030634819462505014,-0.0049534491794103004,0.0018975741609510845,1a10bd1f38ba9ffd86a0b141dc03547dc493fc33aa5f1fe0b578aa8e011bbba2,e44dbc4bf7f6a3c4ca51e4ad2df15929fb487faace501fb8599988700213347b
2022-12-31,2023-01-01,0.78099431709874423,2.3765029106308123e-07,0.2190054452509646,bear,False,0.47846734537477376,0.78099431709874423,0.04109076818951337,-0.0042029962907653706,-0.017805810942436939,-0.025606881923167513,-0.13199525514113852,0.28329607616616109,-0.22365456115972493,0.24769652418921881,0.3999405772099503,0.25,False,0.78099431709874423,BEAR_DEFENSE|HIGH_VOLATILITY|MEMORY_ANALOGY,episode-000017|episode-000010|episode-000016|episode-000012|episode-000014,5,0,OK,True,,0.25,0.25,0.02267265563632502,False,0.0023034758107811915,0.0048979888011415002,0.0012221909038747647,0.0019581831230277001,-0.0007348237450938717,0a12d1310bc1ab2d0263171b66233a2bd618cc1a7f3be187e06cc650f0cd8953,fb2fc217704eb212b74e8c1bd4c61b628bfb0aead129ae40252dd73332988d44
2023-01-03,2023-01-04,0.0426548241726004,1.7280459702066077e-05,0.95732789536769725,mix,True,0.16065490854042336,0.95732789536769725,0.16565717454794562,-5.9972532578944637e-06,-0.0019094821651970406,-0.025618550074214208,-0.1728041671834305,0.27546553662798329,-0.21723250835617969,0.25091724973048712,0.47621353208851092,0.25,False,0.84999999999999998,BEAR_DEFENSE|HIGH_VOLATILITY|MEMORY_ANALOGY,episode-000009|episode-000013|episode-000007|episode-000017|episode-000004,5,0,OK,True,,0.25,0.25,0.022671300836550567,False,0.0009172497304871241,0.010669177531755499,0.0026663746866333327,0.0048011283978392997,-0.0021268135226197591,1371c3a33f26c6befc2d54dabda7970aa709a3a7bade4a0325cb88e0441c19e2,0a147f059b287b15b409717f82357933090c99952e9c2a692570476ec0022134
2023-01-15,2023-01-16,8.7455089487593447e-08,0.92484414628920464,0.075155766255705803,bull,True,0.2428310020343479,0.92484414628920464,1.0806963866774255,-0.0037407792653949556,0.21968572930661834,0.25558041083369409,0.068118803777329706,0.34128284618744226,-0.01980132947759794,0.25199514913711762,0.4717945447670282,0.5,False,0.84999999999999998,BULL_TREND|HIGH_VOLATILITY|MEMORY_ANALOGY,episode-000008|episode-000002|episode-000001|episode-000003|episode-000004,5,0,OK,True,,0.5,0.5,0.044738978989394163,False,0.24800485086288238,0.014578683703867,0.0070395292089318051,0.0065110227403856998,0.00052494980090891669,1e58a3ffb295987aad8b56becb59247dd4808de0e59278ea2bdc07105a2e0235,df173369a2f590c501f57ce36eb2307cce675a8575304439f9cf50b31ffc57b9
