decision_date,return_date,prob_bear,prob_bull,prob_mix,hard_regime,transition_day,router_confidence,router_entropy,uncertainty_bucket,agent_triggered,plan_valid,decision_valid,plan_status,decision_status,selected_tools,tool_result_ids,model_proposed_residual,executed_residual,evidence_gate_status,confidence,cited_tool_result_ids,base_desired_exposure,desired_exposure,pretrade_exposure,final_exposure,turnover,ambiguity_cvar,risk_fallback_used,asset_simple_return,portfolio_net_return,transparent_final_exposure,transparent_turnover,transparent_net_return,log_advantage_vs_transparent,provider_error
2021-04-08,2021-04-09,2.0543250764352608e-05,0.70801214028542903,0.29196731646380653,bull,False,0.70801214028542903,0.54991099178873937,moderate_confidence,True,True,True,OK,OK,retrieve_mature_incidents|compare_allowed_actions|inspect_current_risk|inspect_evidence_ledger,interface_preflight-000001:tool:retrieve_mature_incidents|interface_preflight-000001:tool:compare_allowed_actions|interface_preflight-000001:tool:inspect_current_risk|interface_preflight-000001:tool:inspect_evidence_ledger,0,0,MODEL_ABSTAINED_TO_TRANSPARENT_CONTROLLER,0.70801214028542903,interface_preflight-000001:tool:compare_allowed_actions|interface_preflight-000001:tool:inspect_current_risk,0.5,0.5,0,0.35000000000000003,0.35000000000000003,0.027993845076472613,False,0.0007111199881537,-0.0001011951163446545,0.35000000000000003,0.35000000000000003,-0.0001011951163446545,0,
2021-04-18,2021-04-19,4.3817695916973059e-05,0.78056056969119336,0.2193956126128894,bull,False,0.78056056969119336,0.47934530108508905,moderate_confidence,True,True,True,OK,OK,retrieve_mature_incidents|compare_allowed_actions|inspect_current_risk|inspect_evidence_ledger,interface_preflight-000002:tool:retrieve_mature_incidents|interface_preflight-000002:tool:compare_allowed_actions|interface_preflight-000002:tool:inspect_current_risk|interface_preflight-000002:tool:inspect_evidence_ledger,-0.25,0,ZEROED_MISSING_REQUIRED_TOOL_CITATION,0.84999999999999998,interface_preflight-000002:tool:compare_allowed_actions|interface_preflight-000002:tool:inspect_current_risk,0.5,0.5,0.35016173954162766,0.5,0.14983826045837234,0.038863830310046907,False,-0.0099809454677433993,-0.005139563230576627,0.5,0.14983826045837234,-0.005139563230576627,0,
2021-07-30,2021-07-31,0.59412788621900303,6.3502725622832169e-07,0.40587147875374052,bear,True,0.59412788621900303,0.61471186284962809,transition,True,True,True,OK,OK,retrieve_mature_incidents|compare_allowed_actions|inspect_current_risk|inspect_evidence_ledger,interface_preflight-000003:tool:retrieve_mature_incidents|interface_preflight-000003:tool:compare_allowed_actions|interface_preflight-000003:tool:inspect_current_risk|interface_preflight-000003:tool:inspect_evidence_ledger,0,0,MODEL_ABSTAINED_TO_TRANSPARENT_CONTROLLER,0.5,interface_preflight-000003:tool:compare_allowed_actions|interface_preflight-000003:tool:inspect_current_risk,0.25,0.25,0.49749224876892206,0.25,0.24749224876892206,0.02708272605377858,False,-0.0153944942824513,-0.0040951633148795796,0.25,0.24749224876892206,-0.0040951633148795796,0,
2021-08-06,2021-08-07,0.2133302342102989,9.8750668347362752e-06,0.78665989072286635,mix,False,0.78665989072286635,0.47191990472700185,moderate_confidence,True,True,True,OK,OK,retrieve_mature_incidents|compare_allowed_actions|inspect_current_risk|inspect_evidence_ledger,interface_preflight-000004:tool:retrieve_mature_incidents|interface_preflight-000004:tool:compare_allowed_actions|interface_preflight-000004:tool:inspect_current_risk|interface_preflight-000004:tool:inspect_evidence_ledger,0,0,MODEL_ABSTAINED_TO_TRANSPARENT_CONTROLLER,0.78665989072286635,interface_preflight-000004:tool:compare_allowed_actions|interface_preflight-000004:tool:inspect_current_risk,0.25,0.25,0.24710238047523869,0.25,0.0028976195247613079,0.026844696803478011,False,0.042499894848511501,0.010622045305471728,0.25,0.0028976195247613079,0.010622045305471728,0,
2021-09-07,2021-09-08,3.8468888207215295e-05,0.2534124954686478,0.7465490356431449,mix,False,0.7465490356431449,0.51562456293686065,moderate_confidence,True,True,True,OK,OK,retrieve_mature_incidents|compare_allowed_actions|inspect_current_risk|inspect_evidence_ledger,interface_preflight-000005:tool:retrieve_mature_incidents|interface_preflight-000005:tool:compare_allowed_actions|interface_preflight-000005:tool:inspect_current_risk|interface_preflight-000005:tool:inspect_evidence_ledger,0.25,0,ZEROED_MISSING_REQUIRED_TOOL_CITATION,0.84999999999999998,interface_preflight-000005:tool:compare_allowed_actions|interface_preflight-000005:tool:inspect_current_risk,0.25,0.25,0.25788495286716101,0.25,0.0078849528671610103,0.023279693998011865,False,-0.015352846112407901,-0.0038460662168521287,0.25,0.0078849528671610103,-0.0038460662168521287,0,
2021-10-12,2021-10-13,0.0015509680718869001,0.46647241961749392,0.5319766123106191,mix,False,0.5319766123106191,0.63853704090364316,low_confidence,True,True,True,OK,OK,retrieve_mature_incidents|compare_allowed_actions|inspect_current_risk|inspect_evidence_ledger,interface_preflight-000006:tool:retrieve_mature_incidents|interface_preflight-000006:tool:compare_allowed_actions|interface_preflight-000006:tool:inspect_current_risk|interface_preflight-000006:tool:inspect_evidence_ledger,0,0,MODEL_ABSTAINED_TO_TRANSPARENT_CONTROLLER,0.5,interface_preflight-000006:tool:compare_allowed_actions|interface_preflight-000006:tool:inspect_current_risk,0.25,0.25,0.24711024988170613,0.25,0.0028897501182938712,0.022346208969386605,False,0.024353799546200199,0.0060855425423329557,0.25,0.0028897501182938712,0.0060855425423329557,0,
2021-11-13,2021-11-14,6.9284298929668898e-06,0.63621449493200233,0.36377857663810481,bull,False,0.63621449493200233,0.59679599964601415,low_confidence,True,True,True,OK,OK,retrieve_mature_incidents|compare_allowed_actions|inspect_current_risk|inspect_evidence_ledger,interface_preflight-000007:tool:retrieve_mature_incidents|interface_preflight-000007:tool:compare_allowed_actions|interface_preflight-000007:tool:inspect_current_risk|interface_preflight-000007:tool:inspect_evidence_ledger,0,0,MODEL_ABSTAINED_TO_TRANSPARENT_CONTROLLER,0.63621449493200233,interface_preflight-000007:tool:compare_allowed_actions|interface_preflight-000007:tool:inspect_current_risk,0.5,0.5,0.25453870374461357,0.5,0.24546129625538643,0.043554019247718442,False,0.0172301882339056,0.0083675181485280969,0.5,0.24546129625538643,0.0083675181485280969,0,
2021-12-04,2021-12-05,0.51307001621785897,2.3898438864977109e-05,0.48690608534327562,bear,True,0.51307001621785897,0.63085632465421992,transition,True,True,True,OK,OK,retrieve_mature_incidents|compare_allowed_actions|inspect_current_risk|inspect_evidence_ledger,interface_preflight-000008:tool:retrieve_mature_incidents|interface_preflight-000008:tool:compare_allowed_actions|interface_preflight-000008:tool:inspect_current_risk|interface_preflight-000008:tool:inspect_evidence_ledger,-0.25,0,ZEROED_MISSING_REQUIRED_TOOL_CITATION,0.59999999999999998,interface_preflight-000008:tool:retrieve_mature_incidents|interface_preflight-000008:tool:compare_allowed_actions|interface_preflight-000008:tool:inspect_current_risk,0.25,0.25,0.50427075410986955,0.25,0.25427075410986955,0.022840207263476707,False,0.0042748072982730003,0.00081415933083950343,0.25,0.25427075410986955,0.00081415933083950343,0,
2022-04-12,2022-04-13,0.54010975556850171,3.3762304448281391e-05,0.45985648212704983,bear,True,0.54010975556850171,0.62832111083908049,transition,True,True,True,OK,OK,retrieve_mature_incidents|compare_allowed_actions|inspect_current_risk|inspect_evidence_ledger,interface_preflight-000009:tool:retrieve_mature_incidents|interface_preflight-000009:tool:compare_allowed_actions|interface_preflight-000009:tool:inspect_current_risk|interface_preflight-000009:tool:inspect_evidence_ledger,0,0,MODEL_ABSTAINED_TO_TRANSPARENT_CONTROLLER,0.84999999999999998,interface_preflight-000009:tool:retrieve_mature_incidents|interface_preflight-000009:tool:compare_allowed_actions|interface_preflight-000009:tool:inspect_current_risk,0.25,0.25,0.25080067069019868,0.25,0.00080067069019867931,0.018853930962303898,False,0.026323668845750801,0.0065801112715999643,0.25,0.00080067069019867931,0.0065801112715999643,0,
2022-04-17,2022-04-18,0.53711531589832373,1.5383280129704299e-05,0.46286930082154648,bear,True,0.53711531589832373,0.62857804635234216,transition,True,True,True,OK,OK,retrieve_mature_incidents|compare_allowed_actions|inspect_current_risk|inspect_evidence_ledger,interface_preflight-000010:tool:retrieve_mature_incidents|interface_preflight-000010:tool:compare_allowed_actions|interface_preflight-000010:tool:inspect_current_risk|interface_preflight-000010:tool:inspect_evidence_ledger,0,0,MODEL_ABSTAINED_TO_TRANSPARENT_CONTROLLER,0.84999999999999998,interface_preflight-000010:tool:retrieve_mature_incidents|interface_preflight-000010:tool:compare_allowed_actions|interface_preflight-000010:tool:inspect_current_risk,0.25,0.25,0.25490341891464802,0.25,0.0049034189146480167,0.01885795636081963,False,0.027705714933380299,0.0069214913512487541,0.25,0.0049034189146480167,0.0069214913512487541,0,
2022-04-23,2022-04-24,0.7959683446675464,1.9046928088596928e-06,0.20402975063964471,bear,False,0.7959683446675464,0.46054910617592021,moderate_confidence,True,True,True,OK,OK,retrieve_mature_incidents|compare_allowed_actions|inspect_current_risk|inspect_evidence_ledger,interface_preflight-000011:tool:retrieve_mature_incidents|interface_preflight-000011:tool:compare_allowed_actions|interface_preflight-000011:tool:inspect_current_risk|interface_preflight-000011:tool:inspect_evidence_ledger,0,0,MODEL_ABSTAINED_TO_TRANSPARENT_CONTROLLER,0.84999999999999998,interface_preflight-000011:tool:compare_allowed_actions|interface_preflight-000011:tool:inspect_current_risk,0.25,0.25,0.25515908749812399,0.25,0.0051590874981239931,0.018858207209246063,False,0.0011669795524886001,0.0002865842954866693,0.25,0.0051590874981239931,0.0002865842954866693,0,
2022-10-18,2022-10-19,0.75353163704176895,2.1114514270876619e-07,0.2464681518130879,bear,False,0.75353163704176895,0.50830037697410457,moderate_confidence,True,True,True,OK,OK,retrieve_mature_incidents|compare_allowed_actions|inspect_current_risk|inspect_evidence_ledger,interface_preflight-000012:tool:retrieve_mature_incidents|interface_preflight-000012:tool:compare_allowed_actions|interface_preflight-000012:tool:inspect_current_risk|interface_preflight-000012:tool:inspect_evidence_ledger,0.25,0,ZEROED_MISSING_REQUIRED_TOOL_CITATION,0.59999999999999998,interface_preflight-000012:tool:compare_allowed_actions|interface_preflight-000012:tool:inspect_current_risk,0.25,0.25,0.25021874484840034,0.25,0.00021874484840034292,0.020953493027082524,False,-0.0105700479092724,-0.0026427301441306339,0.25,0.00021874484840034292,-0.0026427301441306339,0,
2022-10-25,2022-10-26,0.32363258371113518,6.7442049165477934e-06,0.67636067208394812,mix,False,0.67636067208394812,0.57314282000486638,moderate_confidence,True,True,True,OK,OK,retrieve_mature_incidents|compare_allowed_actions|inspect_current_risk|inspect_evidence_ledger,interface_preflight-000013:tool:retrieve_mature_incidents|interface_preflight-000013:tool:compare_allowed_actions|interface_preflight-000013:tool:inspect_current_risk|interface_preflight-000013:tool:inspect_evidence_ledger,0,0,MODEL_ABSTAINED_TO_TRANSPARENT_CONTROLLER,0.84999999999999998,interface_preflight-000013:tool:retrieve_mature_incidents|interface_preflight-000013:tool:compare_allowed_actions|interface_preflight-000013:tool:inspect_current_risk,0.25,0.25,0.24801286498894418,0.25,0.0019871350110558239,0.020955224363673058,False,0.0341985888351665,0.0085476430844770857,0.25,0.0019871350110558239,0.0085476430844770857,0,
2022-12-13,2022-12-14,0.26618239646990438,5.1054622747227984e-06,0.73381249806782045,mix,True,0.73381249806782045,0.52747491155882475,transition,True,True,True,OK,OK,retrieve_mature_incidents|compare_allowed_actions|inspect_current_risk|inspect_evidence_ledger,interface_preflight-000014:tool:retrieve_mature_incidents|interface_preflight-000014:tool:compare_allowed_actions|interface_preflight-000014:tool:inspect_current_risk|interface_preflight-000014:tool:inspect_evidence_ledger,0,0,MODEL_ABSTAINED_TO_TRANSPARENT_CONTROLLER,0.73381249806782045,interface_preflight-000014:tool:compare_allowed_actions|interface_preflight-000014:tool:inspect_current_risk,0.25,0.25,0.25635787779445457,0.25,0.0063578777944545695,0.022721562320497428,False,0.0010012036943292,0.00024394145440531645,0.25,0.0063578777944545695,0.00024394145440531645,0,
2022-12-21,2022-12-22,0.74889209662398815,6.439405844219819e-07,0.25110725943542722,bear,False,0.74889209662398815,0.51297256603108832,moderate_confidence,True,True,True,OK,OK,retrieve_mature_incidents|compare_allowed_actions|inspect_current_risk|inspect_evidence_ledger,interface_preflight-000015:tool:retrieve_mature_incidents|interface_preflight-000015:tool:compare_allowed_actions|interface_preflight-000015:tool:inspect_current_risk|interface_preflight-000015:tool:inspect_evidence_ledger,0,0,MODEL_ABSTAINED_TO_TRANSPARENT_CONTROLLER,0.84999999999999998,interface_preflight-000015:tool:retrieve_mature_incidents|interface_preflight-000015:tool:compare_allowed_actions|interface_preflight-000015:tool:inspect_current_risk,0.25,0.25,0.25018767871653064,0.25,0.00018767871653063706,0.022670587805206525,False,-0.00066540714599739995,-0.00016653943399524973,0.25,0.00018767871653063706,-0.00016653943399524973,0,
2022-12-28,2022-12-29,0.77055133050845015,4.9266239962911809e-07,0.2294481768291502,bear,False,0.77055133050845015,0.49026961753880571,moderate_confidence,True,True,True,OK,OK,retrieve_mature_incidents|compare_allowed_actions|inspect_current_risk|inspect_evidence_ledger,interface_preflight-000016:tool:retrieve_mature_incidents|interface_preflight-000016:tool:compare_allowed_actions|interface_preflight-000016:tool:inspect_current_risk|interface_preflight-000016:tool:inspect_evidence_ledger,0,0,MODEL_ABSTAINED_TO_TRANSPARENT_CONTROLLER,0.84999999999999998,interface_preflight-000016:tool:retrieve_mature_incidents|interface_preflight-000016:tool:compare_allowed_actions|interface_preflight-000016:tool:inspect_current_risk,0.25,0.25,0.24987521540198468,0.25,0.0001247845980153206,0.022670526336923055,False,0.0054514027389974996,0.0013627257300885542,0.25,0.0001247845980153206,0.0013627257300885542,0,
2023-01-15,2023-01-16,8.7455089487593447e-08,0.92484414628920464,0.075155766255705803,bull,True,0.92484414628920464,0.2428310020343479,transition,True,True,True,OK,OK,retrieve_mature_incidents|compare_allowed_actions|inspect_current_risk|inspect_evidence_ledger,interface_preflight-000017:tool:retrieve_mature_incidents|interface_preflight-000017:tool:compare_allowed_actions|interface_preflight-000017:tool:inspect_current_risk|interface_preflight-000017:tool:inspect_evidence_ledger,0,0,MODEL_ABSTAINED_TO_TRANSPARENT_CONTROLLER,0.92484414628920464,interface_preflight-000017:tool:compare_allowed_actions|interface_preflight-000017:tool:inspect_current_risk,0.5,0.5,0.25102074688796683,0.5,0.24897925311203317,0.044739910028783927,False,0.014578683703867,0.0070385477039314193,0.5,0.24897925311203317,0.0070385477039314193,0,
