index,arm,decision_date,return_date,hard_regime,asset_simple_return,pretrade_exposure,exposure,net_return_after_trading_costs,net_log_return_after_trading_costs,gross_return_before_trading_costs,turnover,cost_fraction,trading_cost_in_wealth_units,wealth_before,wealth_after,action,beta,core_desired_exposure,desired_exposure,shadow_pretrade_exposure,shadow_exposure,shadow_net_return,reference_net_return,shadow_log_advantage_vs_ramoe,valid,error,confidence,cited_memory_ids,cited_memory_count,retrieved_memory_ids,retrieved_memory_count,memory_total_before,retrieved_memory_cross_year_count,retrieved_memory_cross_regime_count,retrieved_memory_max_age_days,request_sha256,latency_seconds,input_token_count,output_token_count,action_headroom,projection_changes_selected_target,advisor,trust_mode,memory_mode,risk_mode,preview_btc_desired_exposure,preview_btc_exposure,preview_cash_desired_exposure,preview_cash_exposure,preview_abstain_desired_exposure,preview_abstain_exposure
0,llm_fixed_no_memory_controller_on,2021-01-01,2021-01-02,bull,0.096505778289435407,0,0.35000000000000003,0.033415200443461801,0.032869045920366616,0.033777022401302398,0.35000000000000003,0.00035000000000000005,0.00035000000000000005,1,1.0334152004434618,BTC,0.050000000000000003,0.49999999999999994,0.52499999999999991,0,0.35000000000000003,0.033415200443461801,0.033415200443461801,0,True,,0.99999999999949363,[],0,[],0,0,0,0,,69e7a30f04ce433213eb4b7ac4024744082ff442176140299ce10f617f92732d,6.0640943832695484,900,45,False,True,llama,fixed,none,standard,0.52499999999999991,0.35000000000000003,0.47499999999999992,0.35000000000000003,0.49999999999999994,0.35000000000000003
1,llm_fixed_no_memory_controller_on,2021-01-02,2021-01-03,bull,0.0237813458079787,0.37123771769452607,0.5,0.011760379551502664,0.01169176372937146,0.01189067290398935,0.12876228230547393,0.00012876228230547393,0.00013306489977826894,1.0334152004434618,1.0455685554349692,BTC,0.050000000000000003,0.5,0.52500000000000002,0.37123771769452607,0.70000000000000007,0.016312706896612683,0.0117603795515026,0.0044893204501947667,True,,0.99999999999962563,[],0,[],0,1,0,0,,a76f96db5f30dbab1c00e75042cfe22a5e98a2d7ff9f5685e32ac526d3fb36b5,5.8241903055459261,876,45,True,True,llama,fixed,none,standard,0.52500000000000002,0.5,0.47499999999999998,0.45000000000000001,0.5,0.5
2,llm_fixed_no_memory_controller_on,2021-01-03,2021-01-04,bull,-0.028408108280312799,0.50587547312293368,0.5,-0.014209846157740902,-0.014311772747898485,-0.014204054140156399,0.0058754731229336832,5.8754731229336832e-06,6.143209945642759e-06,1.0455685554349692,1.0307111871148669,BTC,0.050000000000000003,0.5,0.52500000000000002,0.70491230771769098,0.75,-0.021350208260483505,-0.014209846157741001,-0.0072696480895738848,True,,0.99999999999999323,[],0,[],0,2,0,0,,ddcfcad10b253169e3ea90e425d130a128ee8f719d1e55c391ae2519747d0565,5.8040968552231789,877,45,True,True,llama,fixed,none,standard,0.52500000000000002,0.5,0.47499999999999998,0.45000000000000001,0.5,0.5
3,llm_fixed_no_memory_controller_on,2021-01-04,2021-01-05,bull,0.061484701429615297,0.49279564183652264,0.5,0.030734924877738878,0.030272067106446941,0.030742350714807649,0.0072043581634773646,7.2043581634773649e-06,7.4256125550784365e-06,1.0307111871148669,1.0623900180214874,BTC,0.050000000000000003,0.49999999999999994,0.52499999999999991,0.74455752181525214,0.75,0.046107832622166889,0.030734924877738799,0.014804383683790508,True,,0.99999999999999956,[],0,[],0,3,0,0,,c019f1ebf6e151e3f55db8627662c6e310bf8a461bf3c3eaba259cd3ac95ce7c,6.0044579226523638,903,45,True,True,llama,fixed,none,standard,0.52499999999999991,0.5,0.47499999999999992,0.45000000000000001,0.49999999999999994,0.5
4,llm_fixed_no_memory_controller_on,2021-01-05,2021-01-06,bull,0.082423547063236402,0.51491272319095471,0.5,0.041196246228656364,0.040370288896138924,0.041211773531618201,0.014912723190954713,1.4912723190954713e-05,1.584312825958783e-05,1.0623900180214874,1.1061564987947672,BTC,0.050000000000000003,0.49999999999999994,0.52499999999999991,0.76102020118345859,0.75,0.061805958853190734,0.041196246228656301,0.019600904285299876,True,,0.99999999999999556,[],0,[],0,4,0,0,,71e36b1289160c9fde65bd76a65d5b6bb61086bb9083b8e0a6cd2465f24626e6,6.0816119592636824,897,45,True,True,llama,fixed,none,standard,0.52499999999999991,0.5,0.47499999999999992,0.45000000000000001,0.49999999999999994,0.5
5,llm_fixed_no_memory_controller_on,2021-01-06,2021-01-07,bull,0.072486220279834396,0.5197902936651565,0.5,0.036222602584458974,0.035581988116122738,0.036243110139917198,0.0197902936651565,1.9790293665156501e-05,2.1891161950769775e-05,1.1061564987947672,1.1462243660468265,BTC,0.050000000000000003,0.49999999999999994,0.52499999999999991,0.76455467887963724,0.75,0.054349319270751595,0.036222602584458898,0.017341829552775231,True,,0.99999999999999922,[],0,[],0,5,0,0,,39c27ddeb2cdb764c0cc00768585f956dedded827e6825eb727a5beb864e0362,6.0511311199516058,898,45,True,True,llama,fixed,none,standard,0.52499999999999991,0.5,0.47499999999999992,0.45000000000000001,0.49999999999999994,0.5
6,llm_fixed_no_memory_controller_on,2021-01-07,2021-01-08,bull,0.0288670609880337,0.51748774480875614,0.5,0.014415790339310064,0.014312870765900982,0.01443353049401685,0.017487744808756145,1.7487744808756144e-05,2.0044879207005194e-05,1.1462243660468265,1.1627480961895662,BTC,0.050000000000000003,0.5,0.52500000000000002,0.76289038484589544,0.75,0.021637126275535268,0.01441579033931,0.0070934956133446095,True,,1,[],0,[],0,6,0,0,,71b8fb9113ef434f105e90826e531192f37b645c67b22b5bbec5bacd9efbe0ae,5.3702297564595938,867,40,True,True,llama,fixed,none,standard,0.52500000000000002,0.5,0.47499999999999998,0.45000000000000001,0.5,0.5
7,llm_fixed_no_memory_controller_on,2021-01-08,2021-01-09,bull,-0.0110198944316773,0.50711408390009938,0.5,-0.0055170221015119481,-0.0055322970754312336,-0.0055099472158386502,0.0071140839000993772,7.1140839000993771e-06,8.2718875109733952e-06,1.1627480961895662,1.1563331892443973,BTC,0.050000000000000003,0.5,0.52500000000000002,0.75529787340914978,0.75,-0.0082701749106628419,-0.0055170221015119003,-0.0027722654574360859,True,,1,[],0,[],0,7,0,0,,e50e96f3f2994d002a6e385de39edd453cc9b2de4ba9f78d672091bbfd5116fc,5.3579631391912699,868,40,True,True,llama,fixed,none,standard,0.52500000000000002,0.5,0.47499999999999998,0.45000000000000001,0.5,0.5
8,llm_fixed_no_memory_controller_on,2021-01-09,2021-01-10,bull,-0.048807154829534898,0.4972297625298448,0.5,-0.024406280048533069,-0.02470904977520768,-0.024403577414767449,0.0027702374701552013,2.7702374701552014e-06,3.203317528828895e-06,1.1563331892443973,1.1281113975982853,BTC,0.050000000000000003,0.5,0.52500000000000002,0.74791655024681014,0.75,-0.036607373306463353,-0.0244062800485331,-0.012585188461793986,True,,1,[],0,[],0,8,0,0,,2f8dfa76c3e33bb6cef5f21c202348948c7e7848c2cfa108fe8e556536f16f07,4.6734399721026421,873,33,True,True,llama,fixed,none,standard,0.52500000000000002,0.5,0.47499999999999998,0.45000000000000001,0.5,0.5
9,llm_fixed_no_memory_controller_on,2021-01-10,2021-01-11,bull,-0.069330910500049497,0.48749299564357745,0.5,-0.034677528693381254,-0.035293066307442264,-0.034665455250024749,0.012507004356422546,1.2507004356422547e-05,1.410929416429168e-05,1.1281113975982853,1.0889912822387402,BTC,0.050000000000000003,0.5,0.52500000000000002,0.7405009419725519,0.75,-0.052007187999308147,-0.034677528693381199,-0.018115292726169865,True,,1,[],0,[],0,9,0,0,,c0d972caddd336b173153879506d95f2372fa7994c095bf291846e113cb7983f,4.7027295678853989,873,33,True,True,llama,fixed,none,standard,0.52500000000000002,0.5,0.47499999999999998,0.45000000000000001,0.5,0.5
10,llm_fixed_no_memory_controller_on,2021-01-11,2021-01-12,bull,-0.041306200994252397,0.48204484888759308,0.5,-0.02067068481869816,-0.020887313871095315,-0.020653100497126198,0.01795515111240692,1.795515111240692e-05,1.9553003032690355e-05,1.0889912822387402,1.0664810866732732,BTC,0.050000000000000003,0.5,0.52500000000000002,0.73628742531508706,0.70000000000000007,-0.028949578894313266,-0.020670684818698101,-0.0084895711795274255,True,,1,[],0,[],0,10,0,0,,c18b2a24d9d9efd055a5d82ce630e10623003b51cc10f8aa6ea514efe6c185e1,5.3395867366343737,873,40,True,True,llama,fixed,none,standard,0.52500000000000002,0.5,0.47499999999999998,0.45000000000000001,0.5,0.5
11,llm_fixed_no_memory_controller_on,2021-01-12,2021-01-13,bull,0.097021079290176795,0.48945567678439073,0.5,0.048499483811063504,0.047360079047902862,0.048510539645088398,0.010544323215609275,1.0544323215609275e-05,1.1245321281217203e-05,1.0664810866732732,1.118204868871189,BTC,0.050000000000000003,0.49999999999999994,0.52499999999999991,0.6910674180741071,0.70000000000000007,0.067905216267080126,0.048499483811063497,0.01833890873809587,True,,0.99999999999999922,[],0,[],0,11,0,0,,e93186d467f22e76893d21d3890a4d252e9832e600bc3d15cd070a61e17d859d,6.0579198654741049,904,45,True,True,llama,fixed,none,standard,0.52499999999999991,0.5,0.47499999999999992,0.45000000000000001,0.49999999999999994,0.5
12,llm_fixed_no_memory_controller_on,2021-01-13,2021-01-14,bull,0.047977379608476797,0.52313307201542714,0.5,0.023965001800134056,0.023682348103680712,0.023988689804238399,0.023133072015427136,2.3133072015427137e-05,2.5867513759598474e-05,1.118204868871189,1.1450026505666058,BTC,0.050000000000000003,0.50000000000000011,0.52500000000000013,0.71907870131576035,0.70000000000000007,0.033564446282351001,0.023965001800134,0.0093311074042549264,True,,0.99999999999968681,[],0,[],0,12,0,0,,4dd41828a82faa1ba1aca8c3514db3d8ed6acd5b7625e053388c62d2d2b19db5,6.0305992178618908,902,45,True,True,llama,fixed,none,standard,0.52500000000000013,0.5,0.47500000000000009,0.45000000000000001,0.50000000000000011,0.5
13,llm_fixed_no_memory_controller_on,2021-01-14,2021-01-15,bull,-0.059473091737990501,0.51171335681882613,0.5,-0.029747910911041675,-0.030199355590416626,-0.02973654586899525,0.011713356818826126,1.1713356818826127e-05,1.341182460458834e-05,1.1450026505666058,1.1109412137246437,BTC,0.050000000000000003,0.5,0.52500000000000002,0.70974787545308804,0.70000000000000007,-0.04164050627664273,-0.029747910911041699,-0.012332961402671542,True,,0.99999999999999156,[],0,[],0,13,0,0,,d03d2ee38113d4ab42be05f2ddf54b6d779d59340febf87ce51c724481476360,6.0301678758114576,882,45,True,True,llama,fixed,none,standard,0.52500000000000002,0.5,0.47499999999999998,0.45000000000000001,0.5,0.5
14,llm_fixed_no_memory_controller_on,2021-01-15,2021-01-16,bull,-0.022425893860358599,0.48467604559236532,0.5,-0.011228099057899343,-0.0112916100145087,-0.0112129469301793,0.015323954407634677,1.5323954407634675e-05,1.7024012508678773e-05,1.1109412137246437,1.0984674557294405,BTC,0.050000000000000003,0.49999999999999989,0.52499999999999991,0.68696811832913085,0.70000000000000007,-0.015710953007805339,-0.011228099057899401,-0.0045440681072739467,True,,0.99999999999999956,[],0,[],0,14,0,0,,aa77a32c0c496fc7ef01a5d94b78e6744a5e99362d9d6d22c34c6561a3b90f44,6.079969635233283,901,45,True,True,llama,fixed,none,standard,0.52499999999999991,0.5,0.47499999999999987,0.45000000000000001,0.49999999999999989,0.5
15,llm_fixed_no_memory_controller_on,2021-01-16,2021-01-17,bull,-0.0049945168589236996,0.49432994854889772,0.5,-0.0025029143213292082,-0.0025060518477791759,-0.0024972584294618498,0.0056700514511022759,5.6700514511022762e-06,6.22836699134734e-06,1.0984674557294405,1.0957180858029811,BTC,0.050000000000000003,0.5,0.52500000000000002,0.69521545388295114,0.70000000000000007,-0.0035009296198162954,-0.0025029143213292,-0.0010010203668571051,True,,0.99999999999992994,[],0,[],0,15,0,0,,95fab52e691297f17c928992176d2c862b3d4c90d82a8dffb2100c4450cf3da5,5.9637947045266628,882,44,True,True,llama,fixed,none,standard,0.52500000000000002,0.5,0.47499999999999998,0.45000000000000001,0.5,0.5
16,llm_fixed_no_memory_controller_on,2021-01-17,2021-01-18,bull,0.021585062333284898,0.49874824482911695,0.5,0.010791265901864744,0.010733455716834662,0.010792531166642449,0.001251755170883051,1.2517551708830509e-06,1.3715707797339601e-06,1.0957180858029811,1.1075422710203633,BTC,0.050000000000000003,0.5,0.52500000000000002,0.69894747165021487,0.70000000000000007,0.015108475201726757,0.0107912659018649,0.0042620231864255211,True,,0.99999999999232003,[],0,[],0,16,0,0,,313a55c0dfcad4e91cb0ac6f2fcc465edb9418a4a3ba5862b393ad5219244a0d,5.752678656950593,881,44,True,True,llama,fixed,none,standard,0.52500000000000002,0.5,0.47499999999999998,0.45000000000000001,0.5,0.5
17,llm_fixed_no_memory_controller_on,2021-01-18,2021-01-19,bull,-0.0166688516709819,0.50533864805777007,0.5,-0.0083397199889824192,-0.0083746900162798791,-0.0083344258354909502,0.0053386480577700679,5.3386480577700683e-06,5.9127783940811124e-06,1.1075422710203633,1.0983056786040917,BTC,0.050000000000000003,0.50000000000000011,0.52500000000000013,0.70446539303902678,0.70000000000000007,-0.011672609459644323,-0.0083397199889824001,-0.0033665791642097601,True,,0.99999999996670963,[],0,[],0,17,0,0,,41608cb1ff0bfd8caf2940c3ba2bda45037cebf7d51055718c838282221806d9,6.0439736749976873,900,45,True,True,llama,fixed,none,standard,0.52500000000000013,0.5,0.47500000000000009,0.45000000000000001,0.50000000000000011,0.5
